seq,title,genre,text,reviewer,rate,like,comment
856,이터널스,2021 ? 판타지/액션/모험 ? 미국,"211110
@메가박스 강남

호불호가 많이 갈려 어느 정도길래 그러나 궁금했는데 결론적으로 나는 꽤나 재밌게 봤다. 캐릭터들의 행동에 대한 동기가 설득력이 떨어지는 부분은 있긴 했지만 화려한 비주얼과 액션, 이터널스 기술력에 대한 창의적이고 멋있는 표현과 연출 등의 장점 때문에 재밌게 볼 수 있었다. 클로이 자오 감독이 자연광에서 찍는걸 좋아해 최대한 자연광에서 찍기 위해 노력했다 본거 같은데 자연광 덕분인지 풍경들도 굉장히 아름다웠다. 듄의 비주얼이 생각나기도? 인트로는 특이하게 이터널스에 대한 배경을 설명하는 자막 나레이션으로 시작하는데 스타워즈 느낌이 들었다.

캐릭터 측면을 보자면 이카리스, 길가메시, 테나, 마카리, 킹고의 액션은 각자 다르면서도 연출이 화려해서 정말 보는 맛이 있었고 쾌감이 느껴졌다. 물론 다들 어디선가 본듯한 능력이긴 했지만 연출 덕분에 그런지 생각나지 않았고 너무 멋있었다. 마동석의 주먹 액션은 역시 어울렸고 타격감이 엄청나 쾌감을 주었다. 테나의 무기 연출도 굉장히 멋있었고 화려했으며 이카리스의 비행 능력과 빔 액션들도 역시 최고였다. 제임스 매든도 너무 멋있게 나왔는데 안젤리나 졸리는 아직도 어떻게 그렇게 예쁜지… 여신에 정말 어울리는 비주얼이었다. 그리스 로마 신화 같은 신화적 요소도 재치있게 넣은 것 같다. 이카루스 신화가 스프라이트가 장난으로 만들어낸 이야기라는 것도 재밌었고 전쟁의 신 아테나는 테나의 영향을 받을 것이라는 부분도 흥미로웠다. 원래 신화에서는 날지 못하는 이카루스와 대비되어 유일하게 비행 능력이 있는 이터널스가 이카루스라는 점도 재밌었다. 특히 마지막에 이카리스가 본인의 신념과 사랑 사이 갈등하다 결국 세르시를 못 죽이고 굳게 믿고 있던 신념과 의무를 저버리자 지구를 떠나 태양으로 뛰어드는 씬은 이카루스 신화와 오버랩되며 정말 시적이라 생각했고 과장 보태서 황홀하게 느껴졌다. 셀레스티얼도 아리솀만 나오긴 했지만 너무 거대하고 압도적이었다. 마지막에 지구인 관점에서 비춰주는 장면은 특히 정말 공포스럽고 좌절감과 무력감이 느껴질 듯한 비주얼이었다. 그만큼 셀레스티얼도 실감나게 표현했다.

역시나 마블 영화 답게 소소한 이스터에그도 꽤 들어있던 것 같은데 배트맨과 알프레드 비유, 수퍼맨 비유가 나왔을 때는 정말 놀라웠고 재밌었다. DC코믹스는 MCU에도 존재하는구나! 토르와의 접점, 어벤져스 등도 언급되는데 그야말로 그냥 이스터 에그 수준이라 이터널스가 MCU의 일부가 아닌 독립적인 영화로 더 느껴지기도 했다. 쿠키 영상은 완전 원작에 대한 내용들이라 그냥 보면 무슨 장면인지 궁금증을 유발하여 설정을 찾아보게 만든다. 근데 갑자기 해리 스타일스가 나오니 ‘헉’ 소리가 절로 나올 정도로 놀랐다. 그리고 두 번째 쿠키에서는 블랙 나이트의 검에 대해 나오는데 감독 인터뷰피셜로 마지막에 나오는 목소리의 주인공이 무려 블레이드 역을 맡은 마허샬라 알리(!!)라고 한다. 닥스 아님 웡인가 했는데 블레이드라니…. 덕분에 쿠키 볼 때는 몰랐는데 검색해보고 소름이 돋았다. 차후 작품들을 또 너무 기대하게 만드는 쿠키영상들이었다.

장점들은 잔뜩 늘여놓았지만 물론 단점도 있었다. 초반 전개가 지루하긴 했고 각각 캐릭터들의 행동이 이해한가는 부분들도 있었다. 에이잭이 빠르게 퇴장해서 그런지 존재감도 적었고 왜 갑자기 인간 편을 들자고 마음 먹게 되었는지 좀 설득력이 부족했던 것 같다. 길가메시도 좀 빠르게 퇴장시켜 아쉬웠고 진화한 데비안츠도 엄청 강할 것처럼 표현됐으나 다소 허무하게 죽었다. 굳이 지성까지 갖추게 될 필요가 있었나 싶을 정도로… 스프라이트는 세르시를 찔러놓고도 어떤 화해의 과정 없이 다시 친하게 지낸 모습도 이해되지 않았다. 테나도 정신이 오락가락하다 보니 대사도 적어서 그런가 액션 외 부분에서는 좀 겉도는 느낌을 받았다. 안젤리나 졸리가 원래 히어로 영화를 출연하지 않는데 이터널스는 기존 히어로 영화와는 다른 특별한 느낌을 받아 수락했다던데... 테나 캐릭터 자체는 뭔가 안젤리나 졸리가 맡기엔 아쉬운 느낌? 드루이그도 인간들이 전쟁하는 모습 보고싶지 않다 하면서 아마존에서 왕처럼 군림하는 모습도 좀 별로였다. 전체적으로 캐릭터들의 행동이 조금 이해가지 않는 부분들이 있었다는 점이 가장 단점으로 느껴진듯. 하지만 이터널스가 우주적 존재이지만 누구보다 인간적이라는걸 표현하다 보니 그런 느낌을 받은 것 같기도 하다. 그럼에도 장점들로 단점을 충분히 커버할 수 있었다.

영화 외적인 측면을 조금 얘기하자면 청각장애인 분도 영화를 같은 관에서 관람했다는 것을 우연히 알게 되었다. 극 중 마카리라는 캐릭터가 청각장애인으로 나오는데 이 영향일까? 여태 영화관을 다니며 청각 장애인에 대한 인식은 한 적이 없는 것 같은데 나도 모르게 신기하다는 느낌이 들면서도 극 중 청각장애인을 등장시킨 것이 진짜로 좋은 영향력을 발휘하고 있구나 하는 생각이 들었다. 이런 모습이 신기한 것이 아닌 당연한 것이 되어 더 많은 사람들이 영화를 즐길 수 있는 환경이 되었으면 좋겠다는 생각도 들었다.

아무튼 호불호 갈리고 있는 영화지만 굉장히 재미있게 보았고 차후 MCU에 대한 기대감을 여러모로 더욱 높이는 영화였다.",박제현,4,2,0
857,이터널스,2021 ? 판타지/액션/모험 ? 미국,"서사를 만들기 위한 이야기 빌드업은 생각보다 느리고 답답함.
캐릭터 개성과 차별성이 두드러지지 않고 (어디서 많이 본 히어로인데.. DC에서 본득) 마블 특유의 유머는 찾아보기 힘들다.
내가 마블을 정말 싫어하긴 하나보다.",Park Dae-won,1.5,2,0
858,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블리..여기서도 마블리임 개꿀귀,쓱스기,3.5,2,0
859,이터널스,2021 ? 판타지/액션/모험 ? 미국,"만화 원작인건 알겠지만 이제 세계관 확장이 억지스럽게 느껴진다.

정치적올바름은 과도하게 생각되진 않았는데 욕하는 이유는 알겠다.
처음은 영화에서 동성애나오면 꺼려했지만 다양한 영화를 접하다보니 이제 저런 사랑을 하는구나 하고 받아들일 수 있어졌기 때문",Duffman,2.5,2,0
860,이터널스,2021 ? 판타지/액션/모험 ? 미국,"흥행에 성공한 어벤져스가 끝나고, 페이즈4의 시작을 알리는 이터널스는 새로운 시대에 맞춰   다양성을 포용하려한 것 같다. 하지만 새로운 변화에만 신경쓴 것인지, 오히려 기존의 강점이던 캐릭터의 부재를 느꼈고, 액션 또한 밋밋했다.",변현석,2.5,2,0
861,이터널스,2021 ? 판타지/액션/모험 ? 미국,클로이 자오! 다시는 상업영화를 무시하지 마라!,킬빌의 빌,3,2,0
862,이터널스,2021 ? 판타지/액션/모험 ? 미국,"두편의 영화를 합쳐놓은것같다

어색하고 지루한듯했던 앞부분
마블영화 였던 뒷부분

1회성으로 쓰인 배우들도 아쉽고
그냥 아쉬운영화다

2021.11.5일 롯데시네마 아산터미널",yeonilii,2.5,2,0
863,이터널스,2021 ? 판타지/액션/모험 ? 미국,지루할수밖에 없는 시점이라곤 해도 영화를 재미없게 만든건 사실이다. 여태 봐왔던 마블의 작품들을 보았을 때 마블의 영화라고 하기엔 상당히 아쉬워 보인다.,송치민,2,2,0
864,이터널스,2021 ? 판타지/액션/모험 ? 미국,이렇게 봐도 저렇게 봐도 어정쩡,말주변,2.5,2,0
865,이터널스,2021 ? 판타지/액션/모험 ? 미국,다채로운 인류학과 종교학적 레퍼런스들을 끌어들인 애(愛)에 관한 뉴 히어로 드라마.,haneung lee,2.5,2,0
866,이터널스,2021 ? 판타지/액션/모험 ? 미국,개실망,aiir,2,2,0
867,이터널스,2021 ? 판타지/액션/모험 ? 미국,"그동안 지겹도록 익혀 온 히어로 서사를 그대로 답습한 마블의 세대 교체 이후 첫 번째 작품. 그런데 이제 이전만큼의 흥미를 돋우지는 못하는…. 빛나는 영웅, 불멸의 존재로 포장된 인물들의 심리 상태를 다뤘다는 게 차별점이라면 차별점인데, 글쎄. 그마저도 엉성하다.",노력충,2.5,2,0
868,이터널스,2021 ? 판타지/액션/모험 ? 미국,이미 이런저런 영화들로 눈이 높아진 관객들 성에 차기에는 조금 부족한 영화였다. 내가 너무 커버린건지 아니면 히어로 영화를 하도 많이 봐서인지 큰 감흥은 없었다. 액션은 화려하고 멋지지만 줄거리는 횡설수설한 느낌이었다. 이 영화는 인트로격이니 줄거리는 그렇다 쳐도 메인 캐릭터 하나하나의 매력이 돋보이지 않아서 아쉬웠다. 또한 각 캐릭터들의 행동에 영향을 주는 모티브들이 너무 약하다 느껴졌다. .,침착한거북이,3,2,0
869,이터널스,2021 ? 판타지/액션/모험 ? 미국,"약간은 지루한 스토리
역시 bts,오징에 게임 한국이 인기가 있다고
하지만 마블 영화에서 한국인이 역할은 미약하고 죽음 당하는 거ㅠㅠ
감독이 상업영화 첫 작품이 마블
응 글쎄
썩 마음에 들는 스터리는 아니다
그냥 배신을 할려면 제대로 하던지 그냥 어영무영
끝!!!

이전 마블과 비교하면 와 진짜
형편없게 만들었다",영화 매니아,2,2,0
870,이터널스,2021 ? 판타지/액션/모험 ? 미국,열명이나 나오는데 시작이 이정도면 나쁘지 않은듯,문정주,3,2,0
871,이터널스,2021 ? 판타지/액션/모험 ? 미국,세계관 확장에 끼어든 다양성,뭘봐요,3,2,0
872,이터널스,2021 ? 판타지/액션/모험 ? 미국,새로운 이야기의 시작으로서는 괜찮은 출발. 10년에 걸쳐 만들어진 어벤져스와 비교하면 당연히 아쉬울 수밖에.,오태양,3,2,0
873,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블스러움만 바라지 않는다면, 러닝타임이 20분만 빠졌더라면, 그놈의 PC를 제발 이야기의 흐름에 맞을 정도로만이라도 줄인다면 훨씬 더 재밌었을 킹시국에 본 영화 중에선 재밌었던 영화",Ju-hyeon Lim,3.5,2,0
874,이터널스,2021 ? 판타지/액션/모험 ? 미국,음... 노잼!,뚜호,2.5,2,0
875,이터널스,2021 ? 판타지/액션/모험 ? 미국,"용아맥 N열에서 술 마시고 봤음.
태웅이 1시간만에 재미없다고 나가서 혼자 봄.
그리고 진짜 재미없음",강소이,2.5,2,0
876,이터널스,2021 ? 판타지/액션/모험 ? 미국,CG 지리긴 한다..,Oh konomiyaki,2.5,2,0
877,이터널스,2021 ? 판타지/액션/모험 ? 미국,약간 파워레인저 같음,Heath,2.5,2,0
878,이터널스,2021 ? 판타지/액션/모험 ? 미국,"기존 히어로물과는 다른 클로이자오의 휴머니즘적인 이야기. 수많은 캐릭터들이 나옴에도 불구하고 각각 적절하게 비중있게 다뤄진것 같아서 충분히 만족스럽다.

2021/11/8",윤주호,3.5,2,0
879,이터널스,2021 ? 판타지/액션/모험 ? 미국,차라리 드라마로 시작하는게 더 낫지 않았을까?,박민석,3,2,0
880,이터널스,2021 ? 판타지/액션/모험 ? 미국,다들 재미없다지만 난 잘 본 영화. 동석이 행님 힘이랑 코미디 담당.,YBDB,3.5,2,0
881,이터널스,2021 ? 판타지/액션/모험 ? 미국,돈 내고 2시간 반동안 고문 당하기,토토,0.5,2,0
882,이터널스,2021 ? 판타지/액션/모험 ? 미국,"지구에 꿀발라놨냐
맨날 뭐이렇게 부숴먹질 못해서 안달임ㅋㅋㅋ
아주 이번에는 지구를 배양기처럼 써먹고...
지구가 계란이냐고???♂?",서준하,3.5,2,0
883,이터널스,2021 ? 판타지/액션/모험 ? 미국,"확실히 마블영화같진 않음.
스토리가 나쁘진 않으나 살짝 진부하고 유치한 느낌.
감독이 다른 사람이었다면 어땠을까.",Nic,3,2,0
884,이터널스,2021 ? 판타지/액션/모험 ? 미국,러닝타임이 너무 길어서 오히려 재미가 상쇄되는 나비효과.,샤인머스캑,3,2,0
885,이터널스,2021 ? 판타지/액션/모험 ? 미국,의리로 봤는데 마블은 나한테 의리따위 없었다??,오디비,2,2,0
886,이터널스,2021 ? 판타지/액션/모험 ? 미국,다양성과 자유의지에 대한 교조적 문화폭탄,김원석,2.5,2,0
887,이터널스,2021 ? 판타지/액션/모험 ? 미국,드루이그한테 치여버렸다...,우린,3.5,2,0
888,이터널스,2021 ? 판타지/액션/모험 ? 미국,"개인적으로 쿠키영상이 수상한그녀 김수현급으로 충격적이었다... 너가 왜 거기서 나와,,?",다0,3,2,0
889,이터널스,2021 ? 판타지/액션/모험 ? 미국,"영화는 그냥 저냥 재밌게 봤는데
과도한 pc라고 하는 사람들이 있길래

내가 꽤나 흥미롭고 기쁘게 봤던 것은
1. 인물 구성이 백인 흑인 위주가 아닌 백인 흑인 아시안이었다는 것.
2. 이성애자가 아닌 인물도 히어로인것
3. 백델 있고
4. 미국 사회에서 뿌리깊은 스테레오 타입 부수기(과학 못하는 흑인, 신체적으로 약한 아시안)
5. 장애인도 히어로인 것
등

보완했음 하는 점이 없는 것은 아니지만 차차 좋아지겠지

전세계에 수출되는 할리우드, 특히 점유율 깡패 디즈니 마블에서 이정도 다양성도 없으면
차별이나 스테레오 타입은 언제 어떻게 깨는지?

나도 과도한 pc는 오바라고 보는데 이런 것조차 과도한 pc라고 하면
맨날 백인 이성애자 남자가 세상 구하고 짱되는 진부한 이데올로기 주입 영화나 보면서 언젠간 백인 이성애자 남자 히어로가 될날만 기다리시길

다만 디즈니가 저런 다양성을 돈 되는 굿즈나 또 다른 창작물까지 힘을 이어 써야 실효가 있으니까
디즈니 마블 일해",헤요니,3.5,2,0
890,이터널스,2021 ? 판타지/액션/모험 ? 미국,"어벤져스가 되고자 했으나
날개가 태양에 불타 떨어진 이카루스 같은 영화",김동규,3,2,0
891,이터널스,2021 ? 판타지/액션/모험 ? 미국,"결국은 사랑으로 해결!

유일신교에서 모티브를 따온건가
셀레스티얼이라는 신이 생명을 주고 때가 되면 심판의 날이 오는 구조",jongmu,4,2,0
892,이터널스,2021 ? 판타지/액션/모험 ? 미국,"- 감독이름을 듣고 '아, 이거 걱정된다.' 라고 생각했지만 괜찮은 영화가 있다.
감독이름을 듣고 '아, 이거 괜찮겠다.' 라고 생각했지만 텅 빈 영화가 있다.
이건 후자다.

- 쓸데없는 장면 많고, 쓸데없이 말 많고, 쓸데없이 길다.
그런데도 캐릭터의 개성은 전혀 살리지 못 했다.
캐릭터들이 초점없이 여기저기 산만하게 흐트러져있다.
아무리 뭉쳐도 뭉쳐지지않는 모래알처럼, 영화가 끝날때끼지 구심점이라고는 찾아 볼 수 없다.
배우들의 표정과 말투는 정말 그들의 연기가 문제인건지, 그렇게 연기하라고 감독이 시킨건지 의심이 될 정도로 답답하다.
능력치 표현조차도 전부 다 어디에서 한 번씩은 본 듯한 고만고만한 애들.
제작비는 어디에 썼냐?!

- 영화가 끝나면 빌런이 누구였는지 생각조차 나지 않는다. 빌런이 있긴 있었나? 물에 물 탄듯, 술에 술 탄듯.

- 이터널스(eternals)는 개뿔. 디 엔즈(The ends)로 이름 바꿔라. 그냥 나오지 마 이제.",환한달빛의밤,2.5,2,0
893,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블같지 않은 마블영화라던데 이 스케일과 자본력이 마블이 아니면 뭐란말임,전민영,4,2,0
894,이터널스,2021 ? 판타지/액션/모험 ? 미국,흥미로운 세계관과 존재에 대한 고찰이 적절히 배합되어 있다.,얼그레이,3.5,2,0
895,이터널스,2021 ? 판타지/액션/모험 ? 미국,"세대 교체 및 세계관 확장을 하면서 기존에 있던 마블의 이미지도 탈피하고 싶은데 개인 무비를 내서 빌드업 하기에는 좀 그렇고 일단 신캐를 한꺼번에 우르르 내긴 했는데 얘네 소개도 해야돼 성장도 해야돼 갈등도 있어야해 극복도 해야해 그걸 2시간 30분짜리 영화 한 편안에 다 담아야하는데 그게 되겠어요 안되겠어요

제일 화가 나는 건 포스터조차 정중앙에 졸리 대장님 모셔놓은데다가 온갖 프로모는 졸리 대장님으로 마케팅하더니 정작 작품안에서 테나의 캐릭터 구축이 이것밖에 안되는게 말이 되는가 어떻게 졸리 대장님을 캐스팅해놓고 허위매물로 두는지?? 열받내…

전체적인 감상평은 기존 마블 영화보다는 엑스맨 시리즈에 가까운 영화 과연 세계관을 무작정 확장하는게 득일지 실일지도 모호하다 이터널스를 감상하는 내내 들었던 생각은 이제까지 어벤져스들이 해온 모든 업적과 노력이 덧없게 느껴진다는 점 뒤지게 하이드라 박멸하고 울트론 뚜까패고 타노스 잡으면 머하노 차피 지구는 기원전부터 망할 운명이었는데... 외계인들이 인류문명발전을 도모했다는 설정도 제법 웃겨...",주먹왕,2.5,2,1
896,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블영화 중 가장 이질적으로 눈에 띈다,Telokin,3,2,0
897,이터널스,2021 ? 판타지/액션/모험 ? 미국,"싸우는거 겁나 멋있네 !!!!!!!!!!
유치한데 넘 재밌엌ㅋㅋㅋㅋㅋㅋㅋ 역시 마블 최고 ㅠ",나윤,5,2,1
898,이터널스,2021 ? 판타지/액션/모험 ? 미국,마블의 PC주의 끝판왕.. 재미가 없지는 않지만 집중하기 어려울 정도로 난잡하다,SeungeunJung,3,2,0
899,이터널스,2021 ? 판타지/액션/모험 ? 미국,뭐 챙겨는 봐야겠지,빌리코건,3,2,0
900,이터널스,2021 ? 판타지/액션/모험 ? 미국,"마블에 잘 만든 영웅주의 서사를 배제하고,가족극의 형태를 빌린 영화.
이터널즈에 관한 개개인의 정체성과 그들이 갖은 인간애를 다루려다보니 재미보단 심오해진 작품.
배우들의 연기도 조금 붕뜬 느낌을 많이 받았다.",이형주,2.5,2,0
901,이터널스,2021 ? 판타지/액션/모험 ? 미국,"꽤 괜찮은 영화였다. 하지만 마블 답지 않다고 느꼈는데, 그건 이야기에 액션을 녹여내질 못했기 때문이라고 생각한다. 단독영화지만 많은 인물이 나오는데, 예컨대 어벤져스에서 처음 토르, 캡틴, 아이언맨이 만났을 때 서로 말싸움만 했나? 시빌워에서 블랙팬서가 처음 등장할 때는? 무엇보다 이카루스와 힘으로 부딪힐 만한 상대가 없다. 길가메시가 어차피 죽을 거였으면 말로만 대립하지 않고 액션으로 보여줬으면 훨씬 좋았을 거라 생각한다. 힘으로 압도하지만 티나를 신경쓰다가 당하는 전개. 그래서 진짜 이카루스를 막을 사람이 없는. 영화에서는 그냥 이카루스가 제일 쎄다고 말하고 그냥 싸운다.",심승호,3,2,0
